1,2,2,"[1, 4, 2]","[230, 10, 220, 30, 240, 30]"
1,2,1,"[2, 4, 1]","[210, 20, 220, 10, 230, 20]"
1,2,2,"[1, 4, 2]","[200, 20, 250, 20, 240, 10]"
1,2,2,"[2, 4, 1]","[240, 10, 220, 20, 230, 10]"
1,2,2,"[2, 1, 4]","[210, 20, 200, 30, 220, 20]"
2,2,1,"[4, 2, 1]","[250, 30, 210, 10, 230, 20]"
2,1,2,"[2, 1, 4]","[240, 10, 230, 20, 250, 20]"
1,1,2,"[2, 1, 4]","[240, 10, 230, 30, 250, 10]"
2,1,2,"[4, 1, 2]","[250, 20, 200, 30, 240, 10]"
1,1,1,"[1, 2, 4]","[200, 30, 240, 30, 220, 20]"
1,2,2,"[4, 2, 1]","[250, 20, 210, 10, 200, 30]"
2,2,2,"[2, 4, 1]","[240, 30, 220, 10, 230, 20]"
1,1,1,"[1, 2, 4]","[200, 30, 210, 30, 220, 20]"
