2,1,2,"[2, 4, 1]","[240, 20, 220, 20, 230, 30]"
1,2,1,"[4, 1, 2]","[250, 30, 230, 20, 210, 10]"
2,1,1,"[1, 4, 2]","[230, 10, 250, 30, 210, 30]"
2,2,1,"[1, 4, 2]","[200, 30, 250, 20, 240, 30]"
2,2,2,"[1, 2, 4]","[230, 20, 240, 10, 220, 30]"
2,1,2,"[2, 4, 1]","[210, 30, 220, 30, 230, 10]"
2,1,2,"[4, 2, 1]","[220, 10, 210, 20, 200, 20]"
1,1,2,"[1, 4, 2]","[230, 10, 250, 20, 210, 20]"
1,2,2,"[1, 2, 4]","[230, 30, 210, 30, 220, 30]"
1,2,1,"[2, 1, 4]","[210, 30, 200, 20, 220, 10]"
1,1,1,"[1, 4, 2]","[230, 20, 250, 20, 210, 20]"
