2,1,2,"[1, 2, 4]","[230, 20, 240, 30, 250, 10]"
1,1,2,"[1, 2, 4]","[200, 30, 240, 30, 250, 20]"
1,1,2,"[1, 4, 2]","[230, 30, 220, 10, 240, 30]"
2,1,2,"[4, 2, 1]","[220, 30, 240, 10, 230, 10]"
2,1,2,"[2, 1, 4]","[210, 30, 200, 30, 220, 10]"
2,1,1,"[4, 1, 2]","[250, 20, 200, 20, 240, 30]"
1,2,2,"[4, 2, 1]","[220, 10, 210, 10, 200, 30]"
1,2,2,"[4, 2, 1]","[220, 20, 210, 10, 230, 30]"
1,2,2,"[2, 4, 1]","[210, 30, 250, 10, 200, 20]"
2,2,2,"[4, 1, 2]","[250, 30, 230, 20, 240, 20]"
1,1,1,"[2, 1, 4]","[210, 20, 230, 20, 220, 20]"
