"180,2"
"220,2"
"240,1"
"['1', '6', '0', ',', '1', '1', '8', '0', ',', '1', '2', '0', '0', ',', '4']"
2,1,2,"[2, 4, 1]"
"180,2"
"240,4"
"220,2"
2,2,1,"[2, 1, 4]"214
"180,2"
"160,2"
"240,4"
1,2,1,"[1, 4, 2]"142
"220,4"
"240,1"
"180,4"
2,2,1,"[2, 4, 1]"241
"180,1"
"200,4"
"220,4"
2,2,2,"[1, 4, 2]"
"220,1"
"240,4"
"180,1"
1,2,2,"[2, 4, 1]"
"180,4"
"200,4"
"160,4"
1,1,1,"[1, 2, 4]"
"220,4"
"230,1"
"240,1"
1,2,1,"[1, 4, 2]"
"220,1"
"240,2"
"180,2"
1,2,2,"[1, 4, 2]"
"160,1"
"240,4"
"230,4"
1,2,1,"[1, 4, 2]"
"160,4"
"200,4"
"230,4"
1,1,1,"[2, 4, 1]"
"230,2"
"200,4"
"160,1"
2,1,2,"[4, 1, 2]"
"200,1"
"160,4"
"180,2"
1,1,2,"[4, 2, 1]"
"240,4"
"230,2"
"220,1"
2,2,1,"[4, 2, 1]"
"240,2"
"180,4"
"220,1"
